TEAM_ID,PLAYER_ID,GP,GS,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612743,1630192,58.0,0.0,576.0,0.463,0.261,0.677,61.0,65.0,126.0,32.0,15.0,38.0,27.0,81.0,186.0
1610612765,202692,66.0,1.0,1212.0,0.369,0.376,0.868,24.0,126.0,150.0,88.0,28.0,12.0,48.0,75.0,689.0
1610612765,1641709,63.0,38.0,1583.0,0.483,0.186,0.597,129.0,273.0,402.0,120.0,68.0,59.0,84.0,175.0,556.0
1610612765,202711,57.0,27.0,1478.0,0.454,0.398,0.785,22.0,130.0,152.0,97.0,30.0,5.0,101.0,95.0,868.0
1610612765,1631205,10.0,0.0,84.0,0.31,0.32,0.8,3.0,7.0,10.0,3.0,0.0,1.0,0.0,5.0,34.0
1610612765,1630595,62.0,62.0,2074.0,0.449,0.355,0.869,33.0,235.0,268.0,464.0,56.0,22.0,212.0,153.0,1405.0
1610612765,1629002,51.0,12.0,859.0,0.504,0.298,0.906,41.0,153.0,194.0,46.0,43.0,16.0,52.0,71.0,332.0
1610612765,201568,49.0,0.0,629.0,0.437,0.323,0.857,20.0,88.0,108.0,55.0,14.0,6.0,23.0,50.0,280.0
1610612765,203095,32.0,0.0,580.0,0.357,0.254,0.806,5.0,53.0,58.0,48.0,29.0,7.0,21.0,48.0,220.0
1610612765,1630587,23.0,6.0,469.0,0.345,0.286,0.667,15.0,33.0,48.0,25.0,13.0,5.0,16.0,43.0,114.0
1610612765,1630191,46.0,45.0,1423.0,0.487,0.383,0.753,74.0,231.0,305.0,73.0,17.0,38.0,66.0,99.0,503.0
1610612765,1631093,77.0,61.0,2218.0,0.429,0.336,0.749,86.0,178.0,264.0,296.0,57.0,41.0,190.0,204.0,1185.0
1610612765,1631105,61.0,60.0,1777.0,0.619,0.0,0.79,192.0,517.0,709.0,147.0,33.0,47.0,129.0,192.0,841.0
1610612765,1630164,63.0,6.0,1091.0,0.613,0.0,0.706,110.0,226.0,336.0,54.0,12.0,39.0,66.0,141.0,446.0
1610612765,1631197,17.0,0.0,245.0,0.5,0.387,0.625,3.0,30.0,33.0,14.0,3.0,13.0,7.0,28.0,83.0
1610612765,1629669,13.0,1.0,214.0,0.436,0.207,0.778,6.0,18.0,24.0,19.0,4.0,2.0,7.0,15.0,81.0
1610612765,203925,16.0,0.0,170.0,0.359,0.333,0.5,3.0,10.0,13.0,10.0,3.0,2.0,4.0,19.0,39.0
1610612765,1628995,31.0,11.0,560.0,0.462,0.33,0.909,18.0,57.0,75.0,23.0,13.0,7.0,22.0,50.0,223.0
1610612765,1630165,42.0,31.0,1008.0,0.413,0.297,0.66,11.0,108.0,119.0,205.0,36.0,20.0,51.0,75.0,289.0
1610612765,1630201,69.0,0.0,877.0,0.418,0.331,0.732,21.0,93.0,114.0,130.0,38.0,8.0,63.0,66.0,380.0
1610612765,1630608,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610612765,1631204,71.0,11.0,1351.0,0.428,0.375,0.879,11.0,114.0,125.0,236.0,44.0,12.0,90.0,103.0,586.0
1610612765,1628963,50.0,25.0,1053.0,0.586,0.391,0.762,130.0,182.0,312.0,55.0,20.0,33.0,59.0,81.0,583.0
1610612765,203488,53.0,6.0,600.0,0.359,0.292,0.68,39.0,86.0,125.0,36.0,9.0,13.0,22.0,52.0,157.0
1610612765,1628420,33.0,0.0,476.0,0.405,0.386,0.684,7.0,50.0,57.0,69.0,19.0,9.0,7.0,14.0,164.0
1610612765,1629656,51.0,18.0,1025.0,0.372,0.338,0.756,15.0,85.0,100.0,66.0,35.0,7.0,28.0,75.0,359.0
1610612765,1629003,48.0,0.0,581.0,0.405,0.281,0.816,14.0,61.0,75.0,60.0,19.0,6.0,31.0,54.0,216.0
1610612765,1631323,66.0,43.0,1644.0,0.46,0.401,0.818,64.0,182.0,246.0,101.0,44.0,23.0,68.0,110.0,692.0
1610612765,1630649,24.0,2.0,307.0,0.44,0.453,0.906,8.0,43.0,51.0,11.0,8.0,7.0,14.0,40.0,127.0
1610612765,201959,20.0,1.0,204.0,0.405,0.2,1.0,12.0,25.0,37.0,11.0,3.0,7.0,5.0,31.0,34.0
1610612765,1641787,17.0,8.0,367.0,0.507,0.375,0.68,18.0,42.0,60.0,16.0,6.0,5.0,9.0,23.0,101.0
1610612765,1628972,59.0,15.0,827.0,0.372,0.333,0.865,25.0,119.0,144.0,60.0,24.0,3.0,30.0,42.0,247.0
1610612744,203952,71.0,59.0,1920.0,0.453,0.358,0.751,108.0,213.0,321.0,119.0,42.0,41.0,87.0,147.0,939.0
1610612744,1641764,74.0,28.0,1968.0,0.454,0.385,0.633,118.0,309.0,427.0,273.0,61.0,14.0,88.0,122.0,682.0
1610612744,101108,58.0,18.0,1531.0,0.441,0.371,0.827,18.0,207.0,225.0,393.0,70.0,6.0,76.0,108.0,533.0
1610612744,202709,26.0,0.0,296.0,0.359,0.31,0.571,6.0,24.0,30.0,42.0,4.0,3.0,12.0,25.0,63.0
